,campus_id,campus_name,dept,difficulty,name,quality,rating_count,retake,tag_accessibleoutsideclass,tag_amazinglectures,tag_bewareofpopquizzes,tag_caring,tag_cleargradingcriteria,tag_extracredit,tag_getreadytoread,tag_givesgoodfeedback,tag_gradedbyfewthings,tag_groupprojects,tag_hilarious,tag_inspirational,tag_lectureheavy,tag_lotsofhomework,tag_participationmatters,tag_respected,tag_skipclassyouwon'tpass,tag_somanypapers,tag_testheavy,tag_toughgrader
627,36,Andrews University,Mathematics,3.6,Yun Oh,4.0,11,N/A,,1,,1,2,1,,1,,,,,,3,1,3,1,,,1
628,36,Andrews University,English,3.7,Joe Warren,2.4,10,N/A,,,,,,,,,,,,,,,,,,,,
629,36,Andrews University,Religion,3.4,Erhard Gallos,4.5,10,83%,,4,,4,2,,,,,,1,,1,,,4,1,,,2
630,37,Angelo State University,Languages,2.3,David Faught,4.8,158,100%,6,7,5,9,7,3,5,25,,1,36,8,2,18,14,17,18,,,2
631,37,Angelo State University,Mathematics,4.6,Elsie Campbell,2.5,67,40%,1,,1,,1,,,2,,,,,,10,,,12,1,1,16
632,37,Angelo State University,English,3.6,Mark Hama,4.3,53,89%,3,5,,,,,13,3,,,3,8,1,1,5,5,7,1,,2
633,37,Angelo State University,Biology,3.3,Michael Dixon,3.8,52,33%,3,1,4,1,,,1,1,2,,,,4,,1,4,7,,6,4
634,37,Angelo State University,History,4.3,Dennis Pate,3.0,50,N/A,,1,,,1,,2,,,,,,,,,1,5,1,,5
635,37,Angelo State University,Political Science,3.8,John Glassford,2.7,45,13%,1,,,,,,4,,5,,,,5,,,,2,,5,3
636,37,Angelo State University,Art & Music,2.1,Kat Bunker,3.9,44,89%,2,,,1,3,,,6,,,9,4,9,1,2,,11,,,2
637,37,Angelo State University,Mathematics,2.1,Trey Smith,4.8,43,80%,,1,,3,2,1,,3,,,7,,,1,3,9,1,,,3
638,37,Angelo State University,Biology,3.5,Russell Wilke,4.3,43,89%,,4,,,,2,1,1,1,,10,,1,1,5,7,7,,1,1
639,37,Angelo State University,History,3.6,Jack Barbour,4.0,41,N/A,,,,1,1,4,1,,,,,,3,,,2,,,,1
640,37,Angelo State University,Chemistry,3.1,Janet Maxwell,4.6,39,100%,6,5,,13,1,1,3,8,,,5,5,2,3,3,7,8,,,3
641,37,Angelo State University,Biology,2.5,Ned Strenth,3.6,39,43%,,1,,2,2,,1,1,2,,2,,4,,,2,9,,1,2
642,37,Angelo State University,History,2.4,Jason Pierce,4.5,38,91%,1,8,,,1,8,,6,2,,11,,3,,,5,1,,,
643,37,Angelo State University,Mathematics,4.3,Andrew Siefker,2.2,37,20%,1,,,1,1,,2,,3,,,1,3,10,,,7,,2,11
644,37,Angelo State University,History,3.7,Kathryn Ostrofsky,2.5,37,63%,,1,,2,7,10,14,,,,,,7,12,1,,7,,,5
645,37,Angelo State University,English,3.6,Chris Ellery,2.7,36,20%,1,,6,,,,8,4,,,,,2,,2,1,4,3,,8
646,37,Angelo State University,Computer Science,4.5,Mark Motl,2.9,35,36%,1,,,,,,,3,,,,,2,9,,3,6,,5,7
647,37,Angelo State University,English,3.5,Linda Kornasky,3.2,35,46%,1,5,,1,3,,10,2,,,2,,7,2,,1,4,4,1,8
648,37,Angelo State University,History,3.1,Kanisorn Wongsrichanalai,4.5,35,88%,,7,3,,1,7,3,2,,,3,1,1,2,1,2,7,,,9
649,37,Angelo State University,History,2.8,Dr. Deleon,4.1,34,N/A,,,,1,,,,,,,1,,,,,,,,,
650,38,Anna Maria College,Science,4.5,Susan Swedis,1.5,32,N/A,,,,,,3,,,,,,,1,4,1,,2,,1,10
651,38,Anna Maria College,History,3.7,Paul Russel,3.5,23,N/A,,1,,,,,,,,,,,,,,1,,,,1
652,38,Anna Maria College,English,3.0,Lisa LeBlanc,4.7,21,N/A,1,,,4,,,2,2,,,,,,,,,,1,,
653,38,Anna Maria College,Philosophy,3.5,Jan Evans,3.8,15,N/A,,,,,,,,,,,,,,,,,,,,
654,38,Anna Maria College,Psychology,2.5,Richard Connors,4.4,13,N/A,1,2,,,1,,,1,,,1,,1,,,1,1,,,
655,38,Anna Maria College,Music,2.8,Roger Greene,3.8,13,N/A,1,,,1,,,,2,,,1,,,1,,2,1,,,
656,38,Anna Maria College,Criminal Justice,3.5,Edward Allan,3.7,13,N/A,,,,,,,,,,,,,,,,,,,,
657,38,Anna Maria College,Education,1.6,Dennis Vannase,4.5,12,N/A,,,,,,,,,,,,,,,,,,,,
658,38,Anna Maria College,Psychology,2.2,Lisa Carpino,4.7,11,N/A,1,,,1,,,,2,,,,1,1,,1,3,,,,
659,38,Anna Maria College,Biology,3.8,Joan Beth Gow,3.7,10,40%,1,,,2,1,,1,2,,1,,,2,2,,2,,,1,
660,38,Anna Maria College,Social Science,3.0,Denise Hildreth,4.9,9,N/A,,,,,,,,,,,,,,,,,,,,
661,38,Anna Maria College,Criminal Justice,4.4,Seth Racusen,2.2,9,N/A,,,1,,,,1,,1,,,,,,,,,,1,2
662,38,Anna Maria College,Criminal Justice,4.1,Dianne White,2.3,9,N/A,,,,,,,1,,,,,,,,,,,,,1
663,38,Anna Maria College,English,3.4,Virginia Heslinga,4.7,9,N/A,,,,,,,,,,,,,,,,,,,,
664,38,Anna Maria College,Science,4.1,Arne Christensen,3.7,9,N/A,1,,,,,,2,,,,,,,,,1,2,,1,3
665,38,Anna Maria College,Education,1.6,Christine Holmes,5.0,8,N/A,,,,,,,,,,,,,,,,,,,,
666,38,Anna Maria College,History,3.1,James Bidwell,4.3,8,N/A,,,,,,,,,,,,,,,,,,,,
667,38,Anna Maria College,Social Work,2.1,Mary Ann Ulevich,4.3,8,N/A,,1,,3,,,,1,,1,1,1,1,,,3,,,,
668,38,Anna Maria College,Religion,2.6,Michael Lombardo,3.0,8,N/A,,2,2,1,1,,2,,,,,,,,,,,1,,
669,38,Anna Maria College,Fine Arts,3.6,Rosemary Lebeau,3.6,7,N/A,,,,,,,,,,,,,,,,,,,,
670,39,Antioch College,Languages,2.8,Ivan Dihoff,3.7,12,N/A,,,,1,,,,,,,,1,,,,,,,,
671,39,Antioch College,Accounting,4.4,Hassan Rahmanian,3.5,10,N/A,,,,1,,,1,2,,,,1,,,,,,,,1
672,39,Antioch College,English,4.4,Jean Gregorek,4.3,9,N/A,,,,,,,,,,,,,,,,,,,,
673,39,Antioch College,Communication,3.1,Dennie Eagleson,4.2,8,N/A,,,,,,,,,,,,,,,,,,,,
674,39,Antioch College,Theater,2.4,Louise Smith,3.5,8,N/A,,,,,,,,,,,,,,,,,,,,
675,39,Antioch College,Communication,3.3,Bob Devine,4.0,8,N/A,,,,,,,,1,,,,1,,,,1,,,,
676,39,Antioch College,Fine Arts,3.3,Nevin Mercede,3.2,7,N/A,,,,,,,,,,,,,,,,,,,,
677,39,Antioch College,Chemistry,4.6,David Kammler,4.0,7,N/A,,,,,1,,,2,,,,,,,,1,3,,,4
678,39,Antioch College,English,2.8,Benjamin Grossberg,4.0,6,N/A,,,,,,,,,,,,,,,,,,,,
679,39,Antioch College,Biology,3.8,Brian W kot,3.0,6,N/A,,,,2,,,1,2,,,,,2,2,,1,,2,,4
680,39,Antioch College,Music,2.4,John Rinehart,2.5,5,N/A,,,,,,,,,,,,,,,,,,,,
681,39,Antioch College,Philosophy,1.4,Scott Warren,4.7,5,N/A,,,,,,,,,,,,,,,,,,,,
682,39,Antioch College,Chemistry,3.4,Kab Butamina,4.8,5,N/A,,,,,,,,,,,,,,,,,,,,
683,39,Antioch College,Biology,2.2,Kim Landsbergan,3.1,5,N/A,,1,,2,,1,,,,,,2,1,2,1,,,1,,1
684,39,Antioch College,Philosophy,2.5,Lewis Trelawny-Cassity,4.8,4,N/A,,,,,,,,,,,1,1,,,,1,,,,
685,39,Antioch College,International Studies,5.0,Hassan Nejad,5.0,1,N/A,,,,,,,,,,,,,,,,,,,,
686,39,Antioch College,Chemistry,4.0,Joseph Lennox,5.0,1,N/A,,,,1,,,,,,,,,,1,,1,,,,
687,39,Antioch College,Science,4.0,Scott Millen,5.0,1,N/A,,,,,,,1,,,,,,1,,,,1,,,
688,40,Antioch University: Los Angeles,Psychology,3.7,Linka Griswold,4.6,21,N/A,,,,,,,,,,,,,,,,,,,,
689,40,Antioch University: Los Angeles,Psychology,3.6,Marli Kakashima,3.5,18,N/A,,,,1,,,1,2,,,,2,1,1,3,1,,1,,2
690,40,Antioch University: Los Angeles,Psychology,2.4,Joy Turek,3.3,15,N/A,,1,,2,,,2,2,,,,,,,3,1,1,,,
691,40,Antioch University: Los Angeles,Psychology,1.8,Grant Elliott,3.5,10,N/A,,,,,,,,,,,,,,,,,,,,
692,40,Antioch University: Los Angeles,Film,3.8,David Tripp,3.5,9,N/A,,,,1,,,4,1,,,,1,2,,,1,,,,
693,40,Antioch University: Los Angeles,Psychology,2.6,Mario de Salvo,4.5,9,N/A,,1,,1,,,,,,,,,,,1,,,,,
694,40,Antioch University: Los Angeles,Psychology,3.3,Viktor Sigalov,4.8,8,N/A,,,,,,,,,,,,,,,,,,,,
695,40,Antioch University: Los Angeles,Writing,4.6,Leonard Chang,5.0,5,N/A,,,,,,,,,,,,,,,,,,,,
696,40,Antioch University: Los Angeles,Psychology,3.0,Lani Chin,4.2,5,N/A,,,,1,1,,,2,,,1,2,,,,2,,,,
697,40,Antioch University: Los Angeles,Writing,2.5,Peter Levitt,4.0,4,N/A,,,,,,,,,,,,,,,,,,,,
698,40,Antioch University: Los Angeles,Psychology,2.2,Matt Silverstein,3.0,4,N/A,,,,,,,,,,1,,,,,,,,,,
699,40,Antioch University: Los Angeles,Psychology,4.3,Ahuva Braverman,4.4,4,N/A,,,,,,,,,,,,,,1,,,,1,,1
700,40,Antioch University: Los Angeles,Psychology,3.0,Nancy Fawcett,4.0,4,N/A,,,,,,,,,,,,,,,,,,,,
701,40,Antioch University: Los Angeles,Psychology,3.0,Roger Kaufman,5.0,4,N/A,,,,,,,,,,,,,,,,,,,,
702,40,Antioch University: Los Angeles,Psychology,3.0,Mark Troedson,3.0,4,N/A,,,,1,,,,,,,,1,,,,,,,,
703,40,Antioch University: Los Angeles,Psychology,4.0,Hillary Wright,2.8,4,N/A,,,,,,,1,,,,,,1,,,,,,,
704,40,Antioch University: Los Angeles,Psychology,3.0,Lauren Costine,4.5,3,N/A,,,,,,,,,,,,,,,,,,,,
705,40,Antioch University: Los Angeles,Psychology,3.0,Richard Marken,3.1,3,N/A,1,,,,,,,,,,,,,,1,1,,,,
706,40,Antioch University: Los Angeles,Psychology,2.3,Joel Andres,4.0,3,N/A,,,,,,,,,,,,,,,,,,,,
707,40,Antioch University: Los Angeles,Psychology,2.0,Roger Nolan,5.0,3,N/A,,,,,1,,,1,,,1,,,,2,1,,,,
708,41,Antioch University,Psychology,3.2,Martha Straus,4.7,10,N/A,,1,,1,,,,,,,,1,,,,,,,,
709,41,Antioch University,Psychology,2.9,Theodore Ellenhorn,4.2,9,N/A,,1,,,,,,,,,,1,,,1,,,,,
710,41,Antioch University,Geography,2.9,Tom Wessels,4.0,8,N/A,,,,,,,,,,,,,,,,,,,,
711,41,Antioch University,Psychology,3.7,Roger Peterson,2.8,6,N/A,,,,,,,1,,1,,,,,,1,,,,,
712,41,Antioch University,Psychology,3.6,Gargi Roysircar,1.8,5,N/A,,,,,,,,,,,,,,,,,,,,
713,41,Antioch University,Psychology,3.4,Jim Fauth,3.6,5,N/A,,,,,,,,,,,,,,,,,,,,
714,41,Antioch University,Not Specified,3.2,Karine Munk Finser,5.0,4,N/A,,,,3,,,,2,,,,3,,,,1,,,,
715,41,Antioch University,Science,3.0,James Gruber,4.9,4,N/A,,,,1,,,,1,,1,,,,,,,,,,
716,41,Antioch University,Not Specified,3.0,Paul Hertneky,4.5,3,N/A,,,,,,,,,,,,,,,,,,,,
717,41,Antioch University,Psychology,3.0,Ann Johnson,2.5,2,N/A,,,,,,,,,,,,,,,,,,,,
718,41,Antioch University,Psychology,2.0,Gina Pasquale,4.8,2,N/A,,,,,,,,,,,,,,,,,,,,
719,41,Antioch University,Psychology,1.0,Jim Graves,4.5,1,N/A,,,,,,,,,,,,,,,,,,,,
720,41,Antioch University,Psychology,4.0,David Junno,5.0,1,N/A,,,,,,,,,,,,,,,,,,,,
721,41,Antioch University,Psychology,3.0,Walter Lowe,5.0,1,N/A,,,,,,,,,,,,,,,,,,,,
722,41,Antioch University,Psychology,2.0,Dean Hammer,4.0,1,N/A,,,,,,,,,,,,,,,,,,,,
723,41,Antioch University,Psychology,2.0,Meg Pilling,5.0,1,N/A,,,,,,,,1,,,1,1,,,,,,,,
724,41,Antioch University,Religion,5.0,George Tremblay,1.0,1,N/A,1,,,,,,,,,,,,,,,,,,,1
725,41,Antioch University,Psychology,3.0,Janet Robertson,5.0,1,N/A,1,1,,,,,,,,,,1,,,,,,,,
726,42,Antioch University,Psychology,2.3,Sandra Meggert,2.5,12,N/A,,,,1,1,,,1,,,,,,,,,,,,
727,42,Antioch University,Psychology,3.7,Paul David,4.3,10,N/A,,1,,,1,,2,1,,,,,,,,,,1,,
728,42,Antioch University,Psychology,3.7,Ann Blake,3.2,9,N/A,,,,,,,1,,,,,1,,2,1,,,1,,3
729,42,Antioch University,Psychology,3.7,Walter McGerry,3.7,9,N/A,,,,,,,,,,,,,,,,,,,,
730,42,Antioch University,Education,3.5,Kamuela Ka'Ahanui,3.4,8,N/A,,,,,,,,,,,,,,,,,,,,
731,42,Antioch University,Psychology,3.8,Amanda Franklin,3.4,8,N/A,,,,,,,,,,,1,,,,,,,,,1
732,42,Antioch University,Psychology,2.6,Jerry Saltzman,4.7,8,N/A,,1,,,,,,1,,,,2,,,1,1,,,,
733,42,Antioch University,Psychology,2.9,Ann Lazaroff,4.3,7,N/A,,,,,,,,,,,,,,,,,,,,
734,42,Antioch University,Education,1.7,Carolyn Hall,4.9,6,N/A,,,,,,,,,,,,,,,,,,,,
735,42,Antioch University,Psychology,2.7,Alexandra Hepburn,4.3,6,N/A,,,,,,,,,,,,,,,,,,,,
736,42,Antioch University,Psychology,3.0,Kirk Honda,4.8,6,N/A,1,1,,1,,,,,,,,,,,,1,,,,
737,42,Antioch University,Not Specified,2.2,Sue Woehrlin,3.8,6,N/A,,,,,,,,,,,,,,,,,,,,
738,42,Antioch University,Psychology,3.5,Duncan Hollomon,4.5,6,N/A,,,,,,,,,,,,,,,,,,,,
739,42,Antioch University,Psychology,3.0,Kim McBride,4.8,6,N/A,1,1,,1,,,1,1,,,,,,,,1,,,,
740,42,Antioch University,Education,3.0,Anne Maxham,4.6,5,N/A,,,,,,,,,,,,,,,,,,,,
741,42,Antioch University,Not Specified,2.8,Betsy Geist,2.5,5,N/A,,,,,,,,,,,,,,,,,,,,
742,42,Antioch University,Psychology,2.0,Anne Harvey,4.3,5,N/A,,,,,,,,,,,,,,,,,,,,
743,42,Antioch University,Psychology,3.8,Cathy Henschel-Mcgerry,2.9,5,N/A,,,,,,,,1,,,,,,,,,,,,
744,42,Antioch University,Business,3.4,Mark Hower,4.4,5,N/A,,,,,,,,,,,,,,,,,,,,
745,42,Antioch University,Psychology,3.3,Tim Jenkins,3.6,4,N/A,,,,,1,,,1,,,,,,,,,,,,
746,43,Appalachian State University,Sociology,2.3,Kenneth Muir,4.1,259,83%,,14,,2,3,,1,2,8,,33,3,10,,2,6,22,,5,7
747,43,Appalachian State University,History,4.3,Ralph Lentz,3.2,234,35%,,6,23,1,1,,20,1,,,1,,11,,2,1,37,,2,39
748,43,Appalachian State University,History,4.2,Jonathan Billheimer,3.5,224,50%,2,7,,,,,19,2,9,,,5,17,,2,2,32,,7,28
749,43,Appalachian State University,Chemistry,3.9,BJ Yoblinski,4.3,216,80%,,16,49,,3,,2,2,,,17,2,5,5,1,18,46,,,45
750,43,Appalachian State University,History,3.2,Kenneth Chauvin,3.6,203,39%,2,11,,2,3,4,,3,7,,4,1,25,,,2,11,,4,19
751,43,Appalachian State University,History,2.2,Paul Maney,3.6,178,46%,2,,,10,1,7,6,1,,,5,2,8,10,3,2,12,3,,2
752,43,Appalachian State University,Biology,2.7,Kevin Oley,4.2,161,90%,11,13,,21,19,14,,7,13,1,18,8,33,,5,21,16,,8,12
753,43,Appalachian State University,History,2.8,Anatoly Isaenko,3.0,151,15%,2,2,,3,1,1,5,,7,,5,3,20,,3,5,5,2,,9
754,43,Appalachian State University,Psychology,2.4,Tim Ludwig,4.1,147,85%,1,25,,,4,1,5,,2,1,34,5,12,2,3,4,7,,6,10
755,43,Appalachian State University,History,3.5,Karl Campbell,4.4,138,77%,3,19,,2,2,,25,5,3,9,8,3,12,1,1,10,12,,4,7
756,43,Appalachian State University,Biology,3.2,Jim Barbee,3.6,135,77%,7,1,5,14,14,4,3,4,14,,14,2,41,4,3,6,23,,6,12
757,43,Appalachian State University,History,2.8,Jari Eloranta,3.3,123,56%,2,,,2,3,8,2,2,1,8,1,,4,1,5,,6,2,,2
758,43,Appalachian State University,Sociology,2.3,Cinthia Pratt,4.7,121,N/A,,4,,1,1,,,,,,4,1,,,,3,,,,
759,43,Appalachian State University,Fine Arts,1.3,Carol Soule,4.8,119,100%,6,3,,16,7,1,,3,14,,,2,9,,,8,,,5,
760,43,Appalachian State University,History,3.2,Amy Hudnall,3.0,118,24%,2,,1,2,,1,22,4,3,7,,3,3,5,4,3,14,1,,25
761,43,Appalachian State University,Accounting,2.6,Rachel Keller,4.8,115,100%,8,8,,19,8,4,,6,2,,2,1,2,,,11,4,,4,
762,43,Appalachian State University,Geography,3.7,Baker Perry,3.1,114,40%,,1,,1,1,3,5,2,1,,,3,2,,1,4,5,,1,9
763,43,Appalachian State University,Psychology,3.4,Mary Ballard,4.2,114,67%,,17,,2,5,,4,,8,,4,1,15,,12,9,31,,10,15
764,43,Appalachian State University,Anthropology,3.0,Linda Jencson,2.5,113,13%,,2,2,,1,1,13,1,3,1,,,21,,,,9,,1,18
765,43,Appalachian State University,Mathematics,4.2,Witold Kosmala,3.4,113,64%,2,,1,2,1,1,1,3,4,,5,1,1,10,2,4,19,,2,21
766,44,Aquinas College,Religion,4.3,Dennis Marshall,3.1,62,N/A,,2,,,,,3,,,,,,1,,,,2,4,,5
767,44,Aquinas College,Communication,3.0,Dave Weinandy,4.6,54,N/A,,5,,2,,,,4,,,7,1,,,1,1,,,1,1
768,44,Aquinas College,Biology,4.1,Tom Bahl,4.0,51,N/A,,3,6,4,1,1,1,1,,,,,,,,2,6,,2,4
769,44,Aquinas College,Political Science,3.9,Roger Durham,4.2,48,N/A,,,,2,,,,2,,,1,,,2,1,3,,2,,1
770,44,Aquinas College,English,3.8,Rebecca Coogan,3.7,43,N/A,,,1,,,,3,1,,,,1,,,2,1,,,,1
771,44,Aquinas College,English,2.6,Brent Chesley,4.2,41,N/A,,,,3,,,,4,,,,1,,2,,2,1,2,,1
772,44,Aquinas College,Theology,2.7,Dr. Robert Marko,3.5,38,N/A,,,,1,,,,,1,,1,,,,,,,,,
773,44,Aquinas College,Science,3.0,Robb Bajema,3.1,34,N/A,,,,,1,2,,,,,1,,2,,,,1,,1,3
774,44,Aquinas College,Education,3.1,Julia Reynolds,3.0,30,N/A,,,,1,,,,,,,,,,,,,,,,
775,44,Aquinas College,Languages,2.9,Sarah Matthews,4.8,30,100%,1,,,11,2,,,11,,,2,7,,1,5,9,1,,1,2
776,44,Aquinas College,Mathematics,3.6,Sister Ann Mason,3.4,29,N/A,,,,,,,,,,,,,,,,,,,,
777,44,Aquinas College,Education,2.8,Nanette Clatterbuck,4.7,29,N/A,,,,,,,,,,,,1,1,1,1,1,,,,
778,44,Aquinas College,Communication,3.3,Rene Stahle,3.0,29,N/A,,,,,,,,,,,,,,,,,,,,1
779,44,Aquinas College,Communication,2.9,Sister Rosemary O'Donnell,4.0,29,N/A,,,,,,,,,,,,,,,,,,,,
780,44,Aquinas College,History,2.9,Jason Duncan,3.4,29,N/A,,,,,1,,1,,,,,,,,,,1,,,
781,44,Aquinas College,Science,4.1,Jeff McKelvey,4.5,28,N/A,1,,,,1,,,1,,,1,1,,,,2,3,,,4
782,44,Aquinas College,Communication,3.0,Penny Avery,4.8,27,N/A,,,,,,,,1,,,1,,,,1,,,,,
783,44,Aquinas College,English,3.4,Gary Eberle,4.7,27,N/A,1,,,,1,,1,3,,,,1,,,1,,,,,
784,44,Aquinas College,Economics,3.3,Gary Robertson,2.9,27,N/A,,,,,,,,,,,,,,,,,,,,
785,44,Aquinas College,Chemistry,4.4,Li Chen,2.5,27,N/A,,,,1,,,4,,,,1,,1,1,,,4,,,7
786,45,Arizona State University,Mathematics,2.7,Faris Odish,4.3,607,87%,,53,15,22,36,12,2,9,,,28,15,12,27,2,86,108,,13,38
787,45,Arizona State University,Psychology,2.8,Robert Short,3.9,533,89%,2,53,,8,26,33,10,1,25,1,81,14,19,3,7,34,23,,27,19
788,45,Arizona State University,Sociology,2.0,Richard Fey,4.3,525,75%,3,71,3,15,28,1,16,3,4,5,83,21,33,15,32,44,53,,18,11
789,45,Arizona State University,Business,1.9,Matthew McCarthy,4.3,453,98%,5,53,,4,21,61,3,7,4,,107,19,9,16,2,45,18,,2,
790,45,Arizona State University,Sociology,2.1,Lisa Whitaker,4.0,423,79%,1,14,12,7,32,31,29,5,4,5,17,6,4,7,51,18,15,,5,11
791,45,Arizona State University,Chemistry,3.3,Gary Cabirac,4.2,373,77%,12,17,2,23,22,7,12,7,1,,48,10,48,33,21,38,62,,27,34
792,45,Arizona State University,Chemistry,2.8,Ron Briggs,4.6,322,100%,6,59,5,10,23,2,3,7,1,1,65,4,12,19,3,38,22,,6,16
793,45,Arizona State University,Chemistry,3.6,Ian Gould,4.8,310,88%,29,44,,43,27,2,1,16,3,,10,32,9,30,4,93,10,,19,24
794,45,Arizona State University,Psychology,2.7,Carolyn Cavanaugh-Toft,4.6,310,92%,9,73,,13,10,7,17,7,3,5,78,15,8,4,1,21,24,2,5,17
795,45,Arizona State University,Physics,4.3,Gary Adams,2.9,308,14%,,,5,2,2,2,17,1,3,,,,12,41,9,2,21,,6,34
796,45,Arizona State University,Business,3.0,Eddie Davila,4.2,298,90%,6,40,1,7,26,4,14,9,2,2,24,21,18,4,5,29,25,1,9,12
797,45,Arizona State University,Music,1.7,Michael Shellans,3.9,296,78%,1,11,,6,41,,5,3,10,,1,3,34,6,6,5,,,10,9
798,45,Arizona State University,Economics,3.6,Nancy Roberts,3.5,288,38%,3,10,1,1,9,7,3,2,5,,19,5,10,12,4,13,39,,17,35
799,45,Arizona State University,Psychology,2.4,Lynda Mae,3.6,284,65%,5,20,,14,28,36,37,3,17,,2,8,73,3,5,8,54,,23,28
800,45,Arizona State University,Biology,3.6,Delon Washo-Krupps,3.7,278,57%,,5,1,1,16,12,22,5,1,,1,1,28,40,14,5,32,,19,21
801,45,Arizona State University,Religious Studies,3.0,Agnes Kefeli-Clay,3.6,266,81%,5,11,2,10,16,56,25,2,,,11,3,41,26,7,6,18,,3,7
802,45,Arizona State University,Chemistry,2.6,Kirstin Hendrickson,4.3,263,74%,2,57,1,18,17,33,15,10,6,,45,27,21,10,8,50,34,1,5,10
803,45,Arizona State University,Geology,3.1,Julia Johnson,3.5,256,44%,5,4,1,8,8,1,28,11,1,2,5,4,3,52,9,3,8,2,3,23
804,45,Arizona State University,Mathematics,3.6,Anmin Zhu,3.1,253,50%,3,11,19,12,4,4,,3,1,,6,12,15,24,6,8,45,,11,32
805,45,Arizona State University,Biology,3.4,Dave Capco,3.0,248,42%,4,10,,5,8,2,13,4,16,,12,5,42,8,5,4,27,,18,27
806,49,Arkansas Tech University,Speech,3.0,Sheldon Slinkard,4.4,93,93%,3,3,5,5,7,15,1,60,9,10,45,8,,2,28,14,17,3,1,16
807,49,Arkansas Tech University,Biology,4.2,Eric Lovely,2.8,80,75%,1,2,,1,4,,3,1,1,,,,3,6,1,,10,1,3,9
808,49,Arkansas Tech University,History,3.7,Jan Jenkins,3.0,70,30%,,2,,,,,6,1,,,1,,4,1,2,1,4,,1,10
809,49,Arkansas Tech University,Science,2.7,Daniel Bullock,4.2,66,N/A,,,,1,1,,,,,1,2,,,,1,1,1,,,1
810,49,Arkansas Tech University,Sociology,3.9,Sean Huss,4.0,66,N/A,2,2,,1,1,,2,2,,,,3,,1,4,2,2,,,2
811,49,Arkansas Tech University,Psychology,3.0,David Osburn,2.8,66,33%,,2,,2,2,3,3,2,3,,2,,10,,1,,4,,6,
812,49,Arkansas Tech University,History,3.6,Peter Dykema,4.4,62,80%,1,2,1,1,1,,4,5,2,,3,,4,1,6,,3,,2,5
813,49,Arkansas Tech University,Mathematics,3.7,Dale Felkins,2.1,59,N/A,1,,,,1,,,1,1,,,,,4,2,,8,,,7
814,49,Arkansas Tech University,Mathematics,2.9,Laurie Carman,3.8,58,N/A,,,,2,2,1,1,4,,,,,2,3,2,1,6,,,3
815,49,Arkansas Tech University,Biology,4.5,George Johnson,2.5,57,N/A,,,1,,,,1,,,,,,,,,,4,,,4
816,49,Arkansas Tech University,Computer Science,2.4,Becky Cunningham,4.3,56,100%,3,6,,14,9,1,2,14,,,9,3,,2,1,6,2,,1,
817,49,Arkansas Tech University,Mathematics,2.0,Ken Shores,4.7,55,N/A,,1,,1,,1,,2,,,2,,,6,,2,2,,,1
818,49,Arkansas Tech University,Psychology,2.9,Justin Moss,5.0,52,100%,7,29,,10,22,7,1,12,,,42,3,2,,,6,10,,,
819,49,Arkansas Tech University,Economics,3.5,Marc Fusaro,3.1,51,N/A,,,,,,,1,,,,,,,1,,,,,,
820,49,Arkansas Tech University,Mathematics,3.7,Marcel Finan,2.8,50,67%,1,1,,,1,,,1,3,,1,,2,1,2,1,7,,5,8
821,49,Arkansas Tech University,History,3.2,David Krueger,4.7,49,N/A,,,,,,,,,,,,,,,,,,,,
822,49,Arkansas Tech University,Film,2.8,Michael Ritchie,2.8,49,N/A,,,,,,,,,,,,,,,,,,,,
823,49,Arkansas Tech University,Biology,3.9,Ivan Still,3.8,49,70%,1,1,1,1,1,2,6,4,,,4,,2,7,,4,4,,1,9
824,49,Arkansas Tech University,Mathematics,4.2,Vrege Amirkhanian,2.5,48,20%,,,,,,,,1,2,,,,3,2,,,1,,2,5
825,49,Arkansas Tech University,English,2.3,Sam Worley,3.7,48,75%,,,1,,2,,7,3,2,,2,,1,,1,4,2,,2,2
826,50,Georgia Southern University - Armstrong,Sociology,2.4,Edward Rinalducci,3.8,133,79%,,10,,,2,1,4,,4,,14,2,5,,,6,6,1,2,2
827,50,Georgia Southern University - Armstrong,Biology,4.3,Gail Wynn,2.8,107,32%,3,,,4,1,,8,1,,,,,8,3,3,1,18,,9,28
828,50,Georgia Southern University - Armstrong,History,2.6,Michael Hall,4.2,105,62%,1,12,,,1,,1,1,3,5,9,,6,,1,1,17,,,2
829,50,Georgia Southern University - Armstrong,Biology,3.8,Brett Larson,3.2,98,18%,,,5,,1,,1,1,4,,1,,13,,1,,10,,2,9
830,50,Georgia Southern University - Armstrong,Political Science,1.5,Nalanda Roy,4.3,95,94%,2,15,,26,10,5,1,3,,,16,50,2,3,16,47,,1,1,1
831,50,Georgia Southern University - Armstrong,Biology,2.9,Alex Collier,4.5,93,92%,1,5,,2,4,1,1,1,2,,12,,3,,1,4,9,,3,3
832,50,Georgia Southern University - Armstrong,History,2.8,James Todesca,4.3,92,76%,2,7,,1,2,1,13,3,4,,1,,11,1,6,3,15,,1,5
833,50,Georgia Southern University - Armstrong,History,2.4,Hongjie Wang,4.3,91,85%,1,5,,3,5,,4,7,2,,,2,4,1,1,4,5,,,1
834,50,Georgia Southern University - Armstrong,Political Science,3.2,Jose Da Cruz,4.4,89,90%,3,,,3,4,6,7,4,,,3,2,,1,5,13,7,1,,2
